id,filtered_words,features,label_index
F075,listen continue term eight close. character include know window. — shocking claims miracle drug surface internet.,"(10000,[429,503,619,743,1256,2188,2953,4867,5850,7281,7779,7860,7936,7937,8338,8482],[4.42484663185681,0.691153161953081,4.830311739964974,3.8187108282864943,3.125563647726549,4.42484663185681,4.137164559405029,4.019381523748645,0.691153161953081,0.667530016189645,3.4440173788450834,2.958509563063383,0.691153161953081,4.42484663185681,0.691153161953081,4.42484663185681])",0.0
R059,movement form energy court arm never seven. radio us require price. item office assume summer fly. experts discuss ongoing developments technology breakthrough.,"(10000,[26,281,1020,1916,2227,2664,3614,3984,4506,4568,4687,5294,5621,6660,7230,8307,8344,8449,8945,9086,9462,9481],[4.830311739964974,4.270695952029551,2.4789364828014966,4.019381523748645,2.7200985396183848,4.270695952029551,0.6753425559264385,4.137164559405029,0.691153161953081,3.577548771469606,0.691153161953081,3.914021008090819,4.270695952029551,4.270695952029551,5.117993812416755,3.914021008090819,4.137164559405029,4.019381523748645,5.117993812416755,4.019381523748645,0.691153161953081,4.270695952029551])",1.0
F213,name sister finally ten culture early. case choose skill team team vote. — shocking claims hoax surface internet.,"(10000,[15,468,503,1817,3521,3753,4377,5085,5850,6342,6878,7281,7936,8338,8645,9706,9968],[4.607168188650764,8.541391904059102,0.691153161953081,4.137164559405029,3.577548771469606,5.117993812416755,2.60568818844064,4.019381523748645,0.691153161953081,4.607168188650764,5.117993812416755,0.667530016189645,0.691153161953081,0.691153161953081,4.830311739964974,4.137164559405029,4.270695952029551])",0.0
R233,cultural old east every return. instead rich baby expect. safe six production science evidence detail. experts discuss ongoing developments education.,"(10000,[1348,2054,2336,3363,3614,4506,4527,4687,5047,5401,6212,6576,7083,7642,8219,8353,8684,9233,9462,9681],[3.7316994512968646,4.137164559405029,4.019381523748645,3.914021008090819,0.6753425559264385,0.691153161953081,4.137164559405029,0.691153161953081,2.6902455764687034,3.8187108282864943,3.914021008090819,3.7316994512968646,4.270695952029551,4.270695952029551,4.42484663185681,4.270695952029551,5.117993812416755,3.7316994512968646,0.691153161953081,4.42484663185681])",1.0
F072,service rest more. guess career boy character building shake. another decade green without pull. — shocking claims mind control surface internet.,"(10000,[157,416,503,551,1208,1612,2252,2708,3184,4043,4867,4930,5850,5852,6030,6176,7281,7936,8166,8338,8660],[3.8187108282864943,5.117993812416755,0.691153161953081,3.914021008090819,2.60568818844064,5.523458920524919,3.914021008090819,3.7316994512968646,2.7826188965997183,3.7316994512968646,4.019381523748645,3.6516567436233283,0.691153161953081,4.42484663185681,4.42484663185681,5.117993812416755,0.667530016189645,0.691153161953081,4.42484663185681,0.691153161953081,4.137164559405029])",0.0
R184,boy police term debate station former. national behind. experts discuss ongoing developments budget report.,"(10000,[157,2188,3614,3876,4506,4687,4991,5432,7910,8271,8276,8415,9401,9462],[3.8187108282864943,4.42484663185681,0.6753425559264385,4.42484663185681,0.691153161953081,0.691153161953081,2.5277266469709283,2.7508701982851385,4.270695952029551,4.607168188650764,3.914021008090819,4.830311739964974,5.523458920524919,0.691153161953081])",1.0
F134,enough wind edge watch process indicate way executive. arrive skill contain whom. fall daughter law enjoy rest fall. — shocking claims secret cure surface internet.,"(10000,[503,735,751,1805,2558,2708,3488,3729,3892,3921,3979,4748,5850,6485,6747,7281,7391,7493,7623,7936,8040,8338,9391,9968],[0.691153161953081,4.42484663185681,4.42484663185681,3.7316994512968646,4.137164559405029,7.463398902593729,4.830311739964974,4.607168188650764,2.5530444549552183,4.019381523748645,3.8187108282864943,4.019381523748645,0.691153161953081,4.137164559405029,2.5530444549552183,0.667530016189645,3.914021008090819,3.914021008090819,4.019381523748645,0.691153161953081,3.172083663361442,0.691153161953081,4.137164559405029,4.270695952029551])",0.0
R096,never parent specific level fast. international magazine physical step. participant weight recent sure north goal race. experts discuss ongoing developments research.,"(10000,[188,281,320,1499,1778,1821,2059,2835,3614,4506,4687,4831,5089,5396,5591,7066,8004,8413,8649,9462,9932],[4.137164559405029,4.270695952029551,3.7316994512968646,4.137164559405029,4.137164559405029,4.270695952029551,2.6330871626287546,5.117993812416755,0.6753425559264385,0.691153161953081,0.691153161953081,5.117993812416755,3.7316994512968646,4.137164559405029,4.019381523748645,2.8844015909096608,4.137164559405029,3.6516567436233283,4.607168188650764,0.691153161953081,4.270695952029551])",1.0
R020,represent firm family better thing. fast sign cost hour choose. experts discuss ongoing developments policy.,"(10000,[527,2543,2735,3614,4333,4490,4506,4687,6756,6944,8297,8717,8894,9263,9462],[4.019381523748645,3.3262343431887,5.117993812416755,0.6753425559264385,5.117993812416755,4.607168188650764,0.691153161953081,0.691153161953081,3.7316994512968646,2.8154087194227095,4.137164559405029,4.137164559405029,4.137164559405029,4.270695952029551,0.691153161953081])",1.0
R067,north card watch partner free. religious recently note realize manager figure director. skill forget together break say yet paper. experts discuss ongoing developments policy.,"(10000,[116,668,1582,1652,1778,2034,2144,2708,3614,4037,4110,4293,4391,4506,4687,5862,6944,7146,8312,8408,9462,9766,9909,9968],[4.42484663185681,4.270695952029551,3.914021008090819,4.270695952029551,4.137164559405029,4.137164559405029,3.8187108282864943,3.7316994512968646,0.6753425559264385,4.270695952029551,4.270695952029551,4.270695952029551,4.137164559405029,0.691153161953081,0.691153161953081,3.8187108282864943,2.8154087194227095,4.42484663185681,3.8187108282864943,4.607168188650764,0.691153161953081,4.607168188650764,4.830311739964974,4.270695952029551])",1.0
R215,president writer although close. including tv shoulder rather. experts discuss ongoing developments education.,"(10000,[1306,1661,3614,4506,4547,4687,5047,6756,6906,7334,7779,7937,9462],[3.914021008090819,4.830311739964974,0.6753425559264385,0.691153161953081,4.019381523748645,0.691153161953081,2.6902455764687034,3.7316994512968646,4.830311739964974,4.607168188650764,3.4440173788450834,4.42484663185681,0.691153161953081])",1.0
R127,either whose film political together born. control teacher toward account blue hear perhaps. provide piece man. experts discuss ongoing developments policy.,"(10000,[1208,3133,3194,3286,3614,3935,4046,4506,4687,4842,5003,5441,5768,5946,6944,8312,8708,9126,9187,9462,9539],[2.60568818844064,4.137164559405029,4.137164559405029,5.117993812416755,0.6753425559264385,4.137164559405029,5.523458920524919,0.691153161953081,0.691153161953081,4.019381523748645,3.7316994512968646,5.117993812416755,4.137164559405029,4.607168188650764,2.8154087194227095,3.8187108282864943,4.019381523748645,4.42484663185681,3.8187108282864943,0.691153161953081,5.117993812416755])",1.0
R235,purpose wonder president one service break discover ahead. write well eight time father green toward. experts discuss ongoing developments technology breakthrough.,"(10000,[157,551,668,815,1020,1306,1800,2227,2252,3614,4170,4506,4531,4687,4723,5445,8089,8157,8482,9462,9663],[3.8187108282864943,3.914021008090819,4.270695952029551,4.019381523748645,2.4789364828014966,3.914021008090819,4.270695952029551,2.7200985396183848,3.914021008090819,0.6753425559264385,4.830311739964974,0.691153161953081,5.117993812416755,0.691153161953081,4.019381523748645,4.270695952029551,4.019381523748645,4.270695952029551,4.42484663185681,0.691153161953081,5.117993812416755])",1.0
R163,level especially option development young campaign. take last key little public war bring. partner east fall later remember. experts discuss ongoing developments climate change.,"(10000,[116,560,821,855,1499,1590,1766,1770,2059,2871,3131,3614,3729,3989,4506,4687,5849,5856,6576,7809,8173,8719,9462,9613],[4.42484663185681,4.270695952029551,2.849310271098391,3.8187108282864943,4.137164559405029,4.42484663185681,4.607168188650764,2.997730276216664,2.6330871626287546,4.42484663185681,4.607168188650764,0.6753425559264385,4.607168188650764,4.42484663185681,0.691153161953081,0.691153161953081,5.523458920524919,5.523458920524919,3.7316994512968646,4.137164559405029,3.8187108282864943,4.270695952029551,0.691153161953081,4.019381523748645])",1.0
R002,decision within fight number whole. trip smile someone yes great commercial. loss window hard green wind performance newspaper four. experts discuss ongoing developments education.,"(10000,[551,750,2193,2403,2526,2558,2713,3073,3238,3614,3671,4506,4613,4687,5044,5047,5125,5329,5782,7960,8519,9351,9462,9817],[3.914021008090819,4.137164559405029,4.607168188650764,4.42484663185681,4.42484663185681,4.137164559405029,4.607168188650764,5.523458920524919,4.42484663185681,0.6753425559264385,4.270695952029551,0.691153161953081,5.523458920524919,0.691153161953081,3.8187108282864943,2.6902455764687034,3.8187108282864943,4.42484663185681,4.607168188650764,4.830311739964974,4.270695952029551,3.914021008090819,0.691153161953081,3.4440173788450834])",1.0
R021,past history wrong challenge here. run government war. experts discuss ongoing developments education.,"(10000,[266,2259,3614,4506,4687,5047,5935,6512,6543,6749,7008,9275,9462],[4.019381523748645,2.7826188965997183,0.6753425559264385,0.691153161953081,0.691153161953081,2.6902455764687034,4.830311739964974,4.42484663185681,4.270695952029551,5.117993812416755,5.523458920524919,3.6516567436233283,0.691153161953081])",1.0
R013,ready tree reason sister hear wear month. look officer college resource. step site care. experts discuss ongoing developments technology breakthrough.,"(10000,[696,1020,1481,1558,2227,2944,3521,3614,4506,4687,4842,5390,5871,5891,6484,6557,6581,8057,9462,9939],[4.607168188650764,2.4789364828014966,5.117993812416755,4.607168188650764,2.7200985396183848,4.607168188650764,3.577548771469606,0.6753425559264385,0.691153161953081,0.691153161953081,4.019381523748645,5.523458920524919,3.8187108282864943,4.270695952029551,4.42484663185681,4.019381523748645,4.270695952029551,4.607168188650764,0.691153161953081,4.270695952029551])",1.0
F195,bank soon break. popular level lawyer. news hair student film deal. — shocking claims flat earth surface internet.,"(10000,[141,503,1041,1499,2433,2918,3536,5003,5850,6148,7281,7664,7936,8338,8982,9470,9640,9676],[4.830311739964974,0.691153161953081,4.830311739964974,4.137164559405029,4.607168188650764,3.0385522707369192,4.137164559405029,3.7316994512968646,0.691153161953081,4.019381523748645,0.667530016189645,4.42484663185681,0.691153161953081,0.691153161953081,4.42484663185681,5.523458920524919,5.523458920524919,3.0385522707369192])",0.0
R101,music citizen edge whatever local participant rather. serious next theory concern. experts discuss ongoing developments research.,"(10000,[8,228,1117,1468,1661,3614,3921,4506,4687,5396,6370,7066,7695,8273,9462,9719],[3.6516567436233283,3.8187108282864943,4.270695952029551,4.137164559405029,4.830311739964974,0.6753425559264385,4.019381523748645,0.691153161953081,0.691153161953081,4.137164559405029,3.5085558999826545,2.8844015909096608,3.7316994512968646,4.607168188650764,0.691153161953081,4.830311739964974])",1.0
R055,mouth owner stand key month. audience pass heavy continue include. experts discuss ongoing developments research.,"(10000,[743,1312,1481,3131,3614,4506,4687,6053,6886,7066,7497,8392,8403,8949,9462],[3.8187108282864943,3.914021008090819,5.117993812416755,4.607168188650764,0.6753425559264385,0.691153161953081,0.691153161953081,4.019381523748645,3.8187108282864943,2.8844015909096608,4.270695952029551,3.8187108282864943,4.830311739964974,4.270695952029551,0.691153161953081])",1.0
F190,us continue large feel. paper social agency. — shocking claims secret cure surface internet.,"(10000,[503,743,823,1051,3892,5850,6660,6747,7022,7281,7936,8338,8690,9682],[0.691153161953081,3.8187108282864943,4.019381523748645,4.830311739964974,2.5530444549552183,0.691153161953081,4.270695952029551,2.5530444549552183,4.019381523748645,0.667530016189645,0.691153161953081,0.691153161953081,4.019381523748645,5.117993812416755])",0.0
R004,top nearly prevent week sister. exactly two toward win. type everyone night hair cold white. experts discuss ongoing developments education.,"(10000,[2096,2664,2866,3194,3252,3526,3614,3920,4506,4687,4728,5047,5122,5328,6436,6869,6877,7664,8893,9462],[4.019381523748645,4.270695952029551,4.019381523748645,4.137164559405029,3.8187108282864943,3.8187108282864943,0.6753425559264385,4.270695952029551,0.691153161953081,0.691153161953081,4.019381523748645,2.6902455764687034,3.6516567436233283,4.019381523748645,5.117993812416755,3.914021008090819,5.117993812416755,4.42484663185681,4.019381523748645,0.691153161953081])",1.0
F080,box scene deep factor music who. window new carry method. difference response similar class become try affect maintain. — shocking claims celebrity scandal surface internet.,"(10000,[454,503,585,1762,2403,2445,3486,4007,4693,4921,5844,5850,6055,6370,6475,7046,7090,7281,7866,7922,7936,8338,8463,9561,9808],[3.2208738275308737,0.691153161953081,4.607168188650764,4.137164559405029,4.42484663185681,4.830311739964974,2.849310271098391,4.137164559405029,4.270695952029551,2.849310271098391,4.137164559405029,0.691153161953081,4.42484663185681,3.5085558999826545,5.523458920524919,4.607168188650764,4.830311739964974,0.667530016189645,4.270695952029551,4.42484663185681,0.691153161953081,0.691153161953081,5.117993812416755,4.607168188650764,4.42484663185681])",0.0
F049,open person. quickly travel try successful. board family court box power suddenly environment. — shocking claims hoax surface internet.,"(10000,[503,1750,3056,3391,3984,4377,4568,4693,5089,5783,5850,7281,7454,7922,7936,8297,8338,8581,8681],[0.691153161953081,4.830311739964974,4.137164559405029,5.523458920524919,4.137164559405029,2.60568818844064,3.577548771469606,4.270695952029551,3.7316994512968646,4.42484663185681,0.691153161953081,0.667530016189645,4.830311739964974,4.42484663185681,0.691153161953081,4.137164559405029,0.691153161953081,4.019381523748645,3.914021008090819])",0.0
F184,best response wonder simply leg. right campaign improve memory tv. economy use social give. — shocking claims secret cure surface internet.,"(10000,[217,503,763,823,1238,1642,1790,2408,2445,3892,4723,5133,5850,6675,6747,6941,7281,7936,8338,8356,8759],[4.270695952029551,0.691153161953081,4.137164559405029,4.019381523748645,4.830311739964974,3.7316994512968646,3.8187108282864943,4.42484663185681,4.830311739964974,2.5530444549552183,4.019381523748645,4.42484663185681,0.691153161953081,3.7316994512968646,2.5530444549552183,4.137164559405029,0.667530016189645,0.691153161953081,0.691153161953081,5.117993812416755,4.830311739964974])",0.0
F030,single organization try his. sign always sport market. ball mother administration send social a. — shocking claims secret cure surface internet.,"(10000,[354,503,823,1364,3754,3892,4693,5185,5523,5850,6747,6756,7281,7492,7889,7936,8278,8338,8353,8389,9011],[3.8187108282864943,0.691153161953081,4.019381523748645,4.019381523748645,4.830311739964974,2.5530444549552183,4.270695952029551,4.270695952029551,4.607168188650764,0.691153161953081,2.5530444549552183,3.7316994512968646,0.667530016189645,3.914021008090819,4.019381523748645,0.691153161953081,4.42484663185681,0.691153161953081,4.270695952029551,5.523458920524919,4.42484663185681])",0.0
R213,television course throughout free. position professional treatment. ever congress radio exactly. experts discuss ongoing developments budget report.,"(10000,[160,1339,2155,3143,3614,3652,4391,4506,4687,4991,5432,5594,5948,8713,8728,9086,9462],[4.42484663185681,4.42484663185681,4.019381523748645,5.117993812416755,0.6753425559264385,4.019381523748645,4.137164559405029,0.691153161953081,0.691153161953081,2.5277266469709283,2.7508701982851385,4.270695952029551,4.42484663185681,4.830311739964974,3.5085558999826545,4.019381523748645,0.691153161953081])",1.0
F128,official hour fine house occur. — shocking claims immortal jellyfish surface internet.,"(10000,[503,527,2066,2516,5836,5850,6431,7281,7936,8338,8485,9876],[0.691153161953081,4.019381523748645,2.7508701982851385,5.117993812416755,4.42484663185681,0.691153161953081,5.117993812416755,0.667530016189645,0.691153161953081,0.691153161953081,4.137164559405029,2.7508701982851385])",0.0
R231,black sure water expert suggest wait. huge thank someone specific. feeling long painting appear. experts discuss ongoing developments policy.,"(10000,[264,613,914,1034,1687,1821,1948,1952,2198,2589,3614,3671,4506,4687,6063,6944,7816,8904,9462],[4.607168188650764,3.7316994512968646,4.019381523748645,4.270695952029551,4.019381523748645,4.270695952029551,3.8187108282864943,5.117993812416755,4.607168188650764,4.137164559405029,0.6753425559264385,4.270695952029551,0.691153161953081,0.691153161953081,5.117993812416755,2.8154087194227095,4.607168188650764,3.914021008090819,0.691153161953081])",1.0
R061,much case pass training west. like customer along power. foreign however instead. experts discuss ongoing developments technology breakthrough.,"(10000,[524,911,1020,1029,1413,1955,2227,2840,3330,3614,4506,4687,5987,6206,6342,7538,8392,9462],[4.019381523748645,3.8187108282864943,2.4789364828014966,4.270695952029551,4.607168188650764,5.523458920524919,2.7200985396183848,4.270695952029551,3.8187108282864943,0.6753425559264385,0.691153161953081,0.691153161953081,5.523458920524919,4.42484663185681,4.607168188650764,4.830311739964974,3.8187108282864943,0.691153161953081])",1.0
R137,great yes crime business hot magazine. world determine visit later number. heart heart lay vote this. major part statement shoulder off. experts discuss ongoing developments education.,"(10000,[560,698,731,750,1058,2419,3614,4475,4506,4687,4702,4963,5044,5047,5374,6756,7734,8740,9078,9214,9360,9462,9693,9808,9817],[4.270695952029551,4.137164559405029,4.270695952029551,4.137164559405029,4.607168188650764,4.830311739964974,0.6753425559264385,4.42484663185681,0.691153161953081,0.691153161953081,4.42484663185681,5.117993812416755,3.8187108282864943,2.6902455764687034,3.914021008090819,3.7316994512968646,4.607168188650764,4.270695952029551,5.523458920524919,4.137164559405029,4.42484663185681,0.691153161953081,4.607168188650764,8.84969326371362,3.4440173788450834])",1.0
R185,chair rise appear couple. guy avoid two back. even identify seat probably sing attack charge. experts discuss ongoing developments technology breakthrough.,"(10000,[47,94,681,708,1020,1388,2110,2227,2297,3614,3967,4506,4687,4722,4728,4816,5693,6406,6451,8182,9462],[4.42484663185681,4.270695952029551,4.019381523748645,5.117993812416755,2.4789364828014966,3.8187108282864943,5.117993812416755,2.7200985396183848,4.137164559405029,0.6753425559264385,4.019381523748645,0.691153161953081,0.691153161953081,4.607168188650764,4.019381523748645,3.914021008090819,4.607168188650764,4.830311739964974,3.6516567436233283,4.830311739964974,0.691153161953081])",1.0
R204,baby stop ground source. throughout indeed development garden power reality moment. become detail together such. experts discuss ongoing developments technology breakthrough.,"(10000,[680,796,1020,1143,1348,2227,2871,3056,3614,3629,3707,4096,4506,4687,4934,5936,5948,6487,7090,8312,9462],[3.8187108282864943,4.137164559405029,2.4789364828014966,4.019381523748645,3.7316994512968646,2.7200985396183848,4.42484663185681,4.137164559405029,0.6753425559264385,5.117993812416755,4.830311739964974,4.830311739964974,0.691153161953081,0.691153161953081,4.019381523748645,4.42484663185681,4.42484663185681,3.914021008090819,4.830311739964974,3.8187108282864943,0.691153161953081])",1.0
F217,seek help day later official authority story what. hospital deal million pay mean major. — shocking claims immortal jellyfish surface internet.,"(10000,[171,503,560,909,1176,1433,2066,4897,4930,5850,6855,7281,7936,8338,8363,8485,8651,9133,9347,9829,9876],[3.914021008090819,0.691153161953081,4.270695952029551,3.914021008090819,3.6516567436233283,3.383392757028649,2.7508701982851385,3.8187108282864943,3.6516567436233283,0.691153161953081,4.42484663185681,0.667530016189645,0.691153161953081,0.691153161953081,5.523458920524919,4.137164559405029,3.7316994512968646,3.8187108282864943,3.914021008090819,5.117993812416755,2.7508701982851385])",0.0
F176,traditional set statement country difference nation. — shocking claims miracle drug surface internet.,"(10000,[503,1256,4486,5342,5850,7281,7725,7860,7866,7870,7936,8338,9817],[0.691153161953081,3.125563647726549,4.137164559405029,4.137164559405029,0.691153161953081,0.667530016189645,5.117993812416755,2.958509563063383,4.270695952029551,4.607168188650764,0.691153161953081,0.691153161953081,3.4440173788450834])",0.0
R245,heart feel behind win head young. inside food perhaps call. process anyone theory place range marriage pick build. experts discuss ongoing developments technology breakthrough.,"(10000,[165,666,1020,1064,1259,1468,2227,2398,3115,3244,3614,4346,4506,4687,5252,5598,6229,6390,7372,8040,8653,9066,9462,9808],[4.019381523748645,3.914021008090819,2.4789364828014966,4.42484663185681,4.270695952029551,4.137164559405029,2.7200985396183848,4.607168188650764,4.137164559405029,5.523458920524919,0.6753425559264385,3.8187108282864943,0.691153161953081,0.691153161953081,4.830311739964974,5.117993812416755,4.019381523748645,4.42484663185681,4.270695952029551,3.172083663361442,4.830311739964974,3.914021008090819,0.691153161953081,4.42484663185681])",1.0
R104,collection data situation. teach discussion question eat mission item. experts discuss ongoing developments election.,"(10000,[477,1695,2947,3556,3614,4506,4687,5315,6069,7276,7299,8209,8522,9462],[4.830311739964974,5.523458920524919,4.42484663185681,2.849310271098391,0.6753425559264385,0.691153161953081,0.691153161953081,4.42484663185681,4.137164559405029,4.270695952029551,5.117993812416755,4.270695952029551,4.019381523748645,0.691153161953081])",1.0
F156,better score air often pattern. cost people family law remain. — shocking claims flat earth surface internet.,"(10000,[7,88,503,1927,2543,2604,2918,3979,4263,4490,5850,7281,7936,8297,8326,8338,9676],[4.137164559405029,5.117993812416755,0.691153161953081,4.607168188650764,3.3262343431887,4.42484663185681,3.0385522707369192,3.8187108282864943,3.914021008090819,4.607168188650764,0.691153161953081,0.667530016189645,0.691153161953081,4.137164559405029,5.117993812416755,0.691153161953081,3.0385522707369192])",0.0
R194,sound throughout often edge. support nothing moment bring message around blue. figure happen debate attention change. prove reality exactly apply. experts discuss ongoing developments election.,"(10000,[7,680,1392,2059,2096,2715,2722,3057,3144,3401,3556,3614,4110,4292,4506,4687,4704,5214,5948,6166,6197,8217,8276,8859,9462],[4.137164559405029,3.8187108282864943,5.117993812416755,2.6330871626287546,4.019381523748645,4.137164559405029,4.830311739964974,4.270695952029551,4.607168188650764,3.6516567436233283,2.849310271098391,0.6753425559264385,4.270695952029551,3.914021008090819,0.691153161953081,0.691153161953081,4.137164559405029,4.137164559405029,4.42484663185681,4.019381523748645,4.019381523748645,4.42484663185681,3.914021008090819,5.523458920524919,0.691153161953081])",1.0
R161,find number provide audience decide table few. course else future reality thing leader including. walk deal executive crime success audience. citizen car partner mr financial issue cell age. experts discuss ongoing developments technology breakthrough.,"(10000,[8,116,680,682,731,1020,1312,1433,1526,2227,2647,3177,3210,3614,3652,3674,3857,3931,4262,4506,4687,5034,5946,6142,6488,6616,7407,7510,8293,8519,8888,9462,9828,9966],[3.6516567436233283,4.42484663185681,3.8187108282864943,4.607168188650764,4.270695952029551,2.4789364828014966,3.914021008090819,3.383392757028649,3.914021008090819,2.7200985396183848,4.019381523748645,4.830311739964974,4.42484663185681,0.6753425559264385,4.019381523748645,3.7316994512968646,3.8187108282864943,3.5085558999826545,5.523458920524919,0.691153161953081,0.691153161953081,4.830311739964974,4.607168188650764,4.019381523748645,4.42484663185681,4.830311739964974,4.42484663185681,3.8187108282864943,4.270695952029551,4.270695952029551,4.607168188650764,0.691153161953081,4.137164559405029,4.137164559405029])",1.0
F113,hour democratic arrive from. — shocking claims immortal jellyfish surface internet.,"(10000,[503,527,2066,3495,5606,5850,7281,7391,7936,8338,9876],[0.691153161953081,4.019381523748645,2.7508701982851385,4.830311739964974,3.6516567436233283,0.691153161953081,0.667530016189645,3.914021008090819,0.691153161953081,0.691153161953081,2.7508701982851385])",0.0
F150,house material paper election entire sort. appear nice soldier possible process reduce. — shocking claims hoax surface internet.,"(10000,[132,503,3231,3370,4141,4377,5836,5850,6077,6100,7281,7936,8040,8182,8338,8690,8824,9311],[4.42484663185681,0.691153161953081,4.137164559405029,3.914021008090819,4.137164559405029,2.60568818844064,4.42484663185681,0.691153161953081,4.42484663185681,4.137164559405029,0.667530016189645,0.691153161953081,3.172083663361442,4.830311739964974,0.691153161953081,4.019381523748645,4.270695952029551,5.117993812416755])",0.0
F047,court career environment many. — shocking claims miracle drug surface internet.,"(10000,[503,1256,2407,2846,4568,4930,5850,7281,7860,7936,8338],[0.691153161953081,3.125563647726549,4.137164559405029,4.607168188650764,3.577548771469606,3.6516567436233283,0.691153161953081,0.667530016189645,2.958509563063383,0.691153161953081,0.691153161953081])",0.0
F008,let small mrs must. head stuff. — shocking claims hoax surface internet.,"(10000,[222,503,1064,2825,3739,4377,5850,7281,7936,8267,8338,9751],[4.137164559405029,0.691153161953081,4.42484663185681,4.830311739964974,4.830311739964974,2.60568818844064,0.691153161953081,0.667530016189645,0.691153161953081,4.137164559405029,0.691153161953081,4.607168188650764])",0.0
F229,reduce growth paper mission range protect however. section drive year behind. finally sport discuss task enjoy policy improve. — shocking claims aliens surface internet.,"(10000,[165,320,503,650,1805,1817,3614,4142,5564,5850,6069,6325,6968,7235,7281,7936,8159,8271,8278,8338,8451,8690,8899,9261],[4.019381523748645,3.7316994512968646,0.691153161953081,2.958509563063383,3.7316994512968646,4.137164559405029,0.6753425559264385,4.42484663185681,5.117993812416755,0.691153161953081,4.137164559405029,4.019381523748645,4.270695952029551,4.270695952029551,0.667530016189645,0.691153161953081,3.7316994512968646,4.607168188650764,4.42484663185681,0.691153161953081,4.019381523748645,4.019381523748645,5.117993812416755,5.117993812416755])",0.0
R001,interesting financial avoid left common somebody business. white less water. establish front mean threat position. friend prevent pull face. experts discuss ongoing developments research.,"(10000,[488,504,909,1195,1388,1662,1819,2923,3089,3252,3614,3634,3973,4506,4546,4687,5843,6332,6597,7066,7407,8070,9297,9462],[4.42484663185681,4.270695952029551,3.914021008090819,4.607168188650764,3.8187108282864943,4.270695952029551,5.523458920524919,3.914021008090819,4.270695952029551,3.8187108282864943,0.6753425559264385,4.607168188650764,5.117993812416755,0.691153161953081,5.117993812416755,0.691153161953081,4.270695952029551,3.914021008090819,3.914021008090819,2.8844015909096608,4.42484663185681,4.607168188650764,5.117993812416755,0.691153161953081])",1.0
R241,fire cultural term chance study movie body. leg former stage forget development. experts discuss ongoing developments public health.,"(10000,[30,346,913,1439,1770,2188,3614,4160,4224,4506,4687,5191,5726,6219,6290,7146,9233,9462],[3.5085558999826545,4.607168188650764,5.117993812416755,4.270695952029551,2.997730276216664,4.42484663185681,0.6753425559264385,4.137164559405029,4.42484663185681,0.691153161953081,0.691153161953081,4.270695952029551,3.8187108282864943,3.172083663361442,3.914021008090819,4.42484663185681,3.7316994512968646,0.691153161953081])",1.0
R198,admit want military. experts discuss ongoing developments climate change.,"(10000,[821,2059,3614,4439,4506,4687,7712,8714,9462],[2.849310271098391,2.6330871626287546,0.6753425559264385,5.523458920524919,0.691153161953081,0.691153161953081,3.8187108282864943,5.117993812416755,0.691153161953081])",1.0
R229,dark money. experts discuss ongoing developments research.,"(10000,[25,697,3614,4506,4687,7066,9462],[5.117993812416755,4.830311739964974,0.6753425559264385,0.691153161953081,0.691153161953081,2.8844015909096608,0.691153161953081])",1.0
R205,clear bad campaign black. nearly main player magazine month mother american. experts discuss ongoing developments public health.,"(10000,[354,1611,1637,1770,2611,2866,3614,4506,4687,5511,5741,6219,6604,6675,7956,8413,9462],[3.8187108282864943,4.42484663185681,4.42484663185681,2.997730276216664,5.117993812416755,4.019381523748645,0.6753425559264385,0.691153161953081,0.691153161953081,5.117993812416755,4.607168188650764,3.172083663361442,4.830311739964974,3.7316994512968646,4.607168188650764,3.6516567436233283,0.691153161953081])",1.0
F123,word marriage beyond store focus enough. general well worker organization play cut. firm national anyone lawyer all. still scene hotel seven fast. — shocking claims celebrity scandal surface internet.,"(10000,[157,197,503,666,1364,1535,2173,2663,2676,3486,3519,3712,3931,4831,4898,4921,5465,5844,5850,6229,7184,7281,7850,7910,7936,8338,8894,8900,9021],[3.8187108282864943,5.523458920524919,0.691153161953081,3.914021008090819,4.019381523748645,5.117993812416755,4.137164559405029,3.914021008090819,3.914021008090819,2.849310271098391,4.137164559405029,4.607168188650764,3.5085558999826545,5.117993812416755,5.523458920524919,2.849310271098391,3.914021008090819,4.137164559405029,0.691153161953081,4.019381523748645,4.42484663185681,0.667530016189645,4.607168188650764,4.270695952029551,0.691153161953081,0.691153161953081,4.137164559405029,5.523458920524919,4.019381523748645])",0.0
F043,live true believe keep. fill fly star. blood skin gun sign. — shocking claims celebrity scandal surface internet.,"(10000,[493,503,533,2359,3486,4921,5833,5850,5944,6097,7188,7281,7936,8313,8338,9414,9727,9767],[4.137164559405029,0.691153161953081,3.8187108282864943,4.607168188650764,2.849310271098391,2.849310271098391,4.607168188650764,0.691153161953081,4.607168188650764,4.607168188650764,4.137164559405029,0.667530016189645,0.691153161953081,4.270695952029551,0.691153161953081,5.117993812416755,4.607168188650764,5.523458920524919])",0.0
